,RGB_ResNet50_Train_Acc,RGB_ResNet50_Test_Acc,RGB_ResNet50_Train_Loss,RGB_ResNet50_Test_Loss,ResNet_50_Top_1,ResNet_50_Top_5
0,99.12037037037037,93.33333333333333,0.042642217567738366,0.2301052270664109,95.3704,99.8148
1,99.49074074074075,92.03703703703704,0.0335094605517738,0.2718024518754747,95.3704,99.8148
2,99.39814814814815,94.07407407407408,0.03550183364902349,0.21714410103029674,95.3704,99.8148
3,99.30555555555556,93.51851851851852,0.032350241001147556,0.22734391523732078,95.3704,99.8148
4,99.58333333333333,94.81481481481481,0.026912781752317268,0.2086763232946396,95.3704,99.8148
5,99.30555555555556,92.77777777777777,0.024144679924254033,0.24955710768699646,95.3704,99.8148
6,99.25925925925925,94.44444444444444,0.029897736919605556,0.21133387088775635,95.3704,99.8148
7,99.39814814814815,94.25925925925925,0.027412018629119676,0.20649739106496176,95.3704,99.8148
8,99.21296296296296,94.25925925925925,0.027040939230252716,0.21102888551023272,95.3704,99.8148
9,99.76851851851852,94.62962962962963,0.01774710214094204,0.21919960942533281,95.3704,99.8148
10,99.58333333333333,94.62962962962963,0.023863409426720703,0.1845190744433138,95.3704,99.8148
11,99.76851851851852,93.88888888888889,0.016274478416615987,0.20096917615996468,95.3704,99.8148
12,99.67592592592592,93.51851851851852,0.016143391059492442,0.22875225957896975,95.3704,99.8148
13,99.58333333333333,94.25925925925925,0.018651632646865705,0.2111363129483329,95.3704,99.8148
14,99.39814814814815,95.0,0.019871264518074253,0.19775352482166556,95.3704,99.8148
15,99.39814814814815,95.55555555555556,0.019057163852266967,0.1855118324359258,95.3704,99.8148
16,99.72222222222223,94.81481481481481,0.014463819426429622,0.20031149478422272,95.3704,99.8148
17,99.72222222222223,93.70370370370371,0.01588916054050274,0.22729436225361294,95.3704,99.8148
18,99.9074074074074,94.07407407407408,0.01306503506459515,0.18781029453708065,95.3704,99.8148
19,99.86111111111111,94.25925925925925,0.011808117880718783,0.212798739473025,95.3704,99.8148
20,99.86111111111111,93.14814814814815,0.009853698090677532,0.19893374728659788,95.3704,99.8148
21,99.62962962962963,94.81481481481481,0.013073128110537416,0.20018309892879593,95.3704,99.8148
22,99.76851851851852,95.18518518518519,0.009098848026684103,0.21484589762985706,95.3704,99.8148
23,99.58333333333333,94.44444444444444,0.013001949591425192,0.19520645961165428,95.3704,99.8148
24,99.95370370370371,95.0,0.009549405148444587,0.20429598333107102,95.3704,99.8148
25,99.81481481481481,95.18518518518519,0.008893730690675405,0.1902793755547868,95.3704,99.8148
26,99.62962962962963,94.81481481481481,0.011176390474086957,0.19052957453661495,95.3704,99.8148
27,99.95370370370371,94.62962962962963,0.0074032564606407985,0.19225402259164387,95.3704,99.8148
28,99.81481481481481,93.88888888888889,0.008795659294050625,0.19895805915196738,95.3704,99.8148
29,100.0,95.37037037037037,0.005717771836583886,0.1854185469241606,95.3704,99.8148
30,99.9074074074074,96.29629629629629,0.008467331129769958,0.17568637223707306,95.3704,99.8148
31,99.76851851851852,95.74074074074075,0.008980283979326487,0.1926414277921948,95.3704,99.8148
32,99.95370370370371,94.81481481481481,0.007366493303219185,0.19261377967066234,95.3704,99.8148
33,100.0,96.48148148148148,0.004340949827832554,0.1470065170692073,95.3704,99.8148
34,99.86111111111111,94.81481481481481,0.007100757793523371,0.1921454452806049,95.3704,99.8148
35,99.95370370370371,95.18518518518519,0.007290015125523924,0.1888929270207882,95.3704,99.8148
36,99.67592592592592,95.0,0.009678866765598822,0.190264037085904,95.3704,99.8148
37,99.81481481481481,94.25925925925925,0.007724144456647884,0.20175645769470268,95.3704,99.8148
38,99.95370370370371,95.0,0.005624171219738748,0.1921735190682941,95.3704,99.8148
39,99.86111111111111,94.81481481481481,0.006051089092472787,0.2128610610961914,95.3704,99.8148
40,99.9074074074074,94.81481481481481,0.0066723295569639,0.20459193860491118,95.3704,99.8148
41,100.0,95.92592592592592,0.004538013024584335,0.1846739856733216,95.3704,99.8148
42,100.0,95.74074074074075,0.0048489349154645905,0.19071850097841686,95.3704,99.8148
43,99.81481481481481,95.37037037037037,0.006326651810120572,0.18282419401738378,95.3704,99.8148
44,99.9074074074074,95.18518518518519,0.004032690733712276,0.18738717213273048,95.3704,99.8148
45,99.9074074074074,95.18518518518519,0.006653125798466671,0.2089958873887857,95.3704,99.8148
46,99.9074074074074,95.74074074074075,0.005694810920805835,0.15973697354396185,95.3704,99.8148
47,99.9074074074074,95.18518518518519,0.004833279163850581,0.2163045530517896,95.3704,99.8148
48,99.9074074074074,95.55555555555556,0.006091170624131337,0.21704023248619503,95.3704,99.8148
49,99.95370370370371,95.92592592592592,0.003936473057632718,0.16519376635551453,95.3704,99.8148
